geografia|giorno|data|totale_casi_positivi|totale_casi_positivi_ab|deceduti|deceduti_inc|letalita|totale_ricoveri|totale_ricoveri_inc|attualmente_positivi|dimessi|tamponi|tamponi_inc
PT|360|18/2/2021|12838|44.14429473876953|332|.60606062|2.5860727||||||
SI|360|18/2/2021|7239|27.46977615356445|186|.54054052|2.5694156||||||
Toscana|360|18/2/2021|145976|39.79355239868164|4497|.24520731||861|2.9904306|12803|128676|2331158|.55653906
aslCENTRO|360|18/2/2021|65413|40.90234756469727|2153|.27945971|||||||
aslNO|360|18/2/2021|54794|43.82990646362305|1696|.23640662|||||||
aslSE|360|18/2/2021|25214|30.78880500793457|584|.17152658|||||||
AR|361|19/2/2021|13185|39.13972854614258|286|.3508772|2.1691315||||||
FI|361|19/2/2021|40573|41.14904403686523|1523|.26333115|3.7537279||||||
GR|361|19/2/2021|4908|22.45833587646484|113|0|2.3023634||||||
LI|361|19/2/2021|11419|34.64607620239258|314|.96463025|2.7498031||||||
LU|361|19/2/2021|15009|39.42723083496094|422|.47619048|2.8116465||||||
MS|361|19/2/2021|9285|48.90935134887695|445|.45146728|4.7926764||||||
PI|361|19/2/2021|19333|46.42612838745117|523|.19157088|2.705219||||||
PO|361|19/2/2021|12334|48.17084503173828|304|.66225165|2.4647317||||||
PT|361|19/2/2021|12958|44.55692291259766|335|.90361446|2.5852754||||||
SI|361|19/2/2021|7341|27.85683441162109|187|.53763443|2.5473368||||||
Toscana|361|19/2/2021|146900|40.04543685913086|4516|.42250389||872|1.2775842|13210|129174|2344695|.58069849
aslCENTRO|361|19/2/2021|65865|41.18498229980469|2162|.41802135|||||||
aslNO|361|19/2/2021|55046|44.0314826965332|1704|.47169811|||||||
aslSE|361|19/2/2021|25434|31.05744743347168|586|.34246576|||||||
AR|362|20/2/2021|13252|39.33861541748047|286|0|2.1581647||||||
FI|362|20/2/2021|40781|41.3599967956543|1530|.45961916|3.7517471||||||
GR|362|20/2/2021|4939|22.60018920898438|113|0|2.2879126||||||
LI|362|20/2/2021|11480|34.83115386962891|316|.63694268|2.7526133||||||
LU|362|20/2/2021|15128|39.73983001708984|425|.71090049|2.80936||||||
MS|362|20/2/2021|9347|49.23593902587891|445|0|4.7608857||||||
PI|362|20/2/2021|19427|46.65185928344727|524|.19120459|2.6972771||||||
PO|362|20/2/2021|12408|48.45985412597656|306|.65789473|2.4661508||||||
PT|362|20/2/2021|13115|45.09677886962891|335|0|2.554327||||||
SI|362|20/2/2021|7421|28.16040992736816|187|0|2.519876||||||
Toscana|362|20/2/2021|147853|40.30522918701172|4531|.33215234||893|2.4082568|13737|129585|2358166|.57453102
aslCENTRO|362|20/2/2021|66304|41.4594841003418|2171|.41628122|||||||
aslNO|362|20/2/2021|55382|44.30024719238281|1710|.35211268|||||||
aslSE|362|20/2/2021|25612|31.27480316162109|586|0|||||||
AR|363|21/2/2021|13353|39.63843536376953|287|.34965035|2.1493297||||||
FI|363|21/2/2021|41045|41.62774658203125|1534|.26143792|3.7373614||||||
GR|363|21/2/2021|4968|22.73288917541504|113|0|2.2745571||||||
LI|363|21/2/2021|11539|35.01016235351563|317|.31645569|2.747205||||||
LU|363|21/2/2021|15234|40.01828384399414|427|.47058824|2.8029408||||||
MS|363|21/2/2021|9400|49.51512145996094|445|0|4.7340426||||||
PI|363|21/2/2021|19517|46.86798477172852|525|.19083969|2.6899626||||||
PO|363|21/2/2021|12479|48.73714447021484|307|.3267974|2.4601331||||||
PT|363|21/2/2021|13211|45.4268798828125|338|.89552242|2.5584741||||||
SI|363|21/2/2021|7520|28.53608322143555|189|1.0695187|2.5132978||||||
Toscana|363|21/2/2021|148821|40.56910705566406|4546|.33105275||891|-.22396417|14215|130060|2372529|.60907501
aslCENTRO|363|21/2/2021|66735|41.72898864746094|2179|.3684938|||||||
aslNO|363|21/2/2021|55690|44.5466194152832|1714|.23391813|||||||
aslSE|363|21/2/2021|25841|31.55443572998047|589|.51194537|||||||
AR|364|22/2/2021|13482|40.0213737487793|290|1.0452962|2.1510162||||||
FI|364|22/2/2021|41248|41.8336296081543|1538|.26075619|3.7286656||||||
GR|364|22/2/2021|4979|22.78322219848633|113|0|2.269532||||||
LI|364|22/2/2021|11592|35.17097091674805|317|0|2.7346447||||||
LU|364|22/2/2021|15315|40.23106384277344|428|.23419204|2.7946458||||||
MS|364|22/2/2021|9431|49.67841339111328|447|.44943821|4.7396884||||||
PI|364|22/2/2021|19621|47.11772918701172|528|.5714286|2.6909943||||||
PO|364|22/2/2021|12597|49.197998046875|308|.32573289|2.4450266||||||
PT|364|22/2/2021|13329|45.8326301574707|338|0|2.5358241||||||
SI|364|22/2/2021|7583|28.77514839172363|190|.52910054|2.5056047||||||
Toscana|364|22/2/2021|149732|40.81745147705078|4562|.35195777||952|6.84624|14787|130383|2381623|.38330406
aslCENTRO|364|22/2/2021|67174|42.00349044799805|2184|.22946306|||||||
aslNO|364|22/2/2021|55959|44.76179122924805|1720|.35005835|||||||
aslSE|364|22/2/2021|26044|31.80231857299805|593|.67911714|||||||
AR|365|23/2/2021|13568|40.27666473388672|291|.34482759|2.1447523||||||
FI|365|23/2/2021|41422|42.01009750366211|1544|.39011705|3.7274878||||||
GR|365|23/2/2021|5006|22.90677070617676|113|0|2.2572913||||||
LI|365|23/2/2021|11652|35.3530158996582|320|.94637221|2.7463098||||||
LU|365|23/2/2021|15411|40.48324584960938|431|.70093459|2.7967036||||||
MS|365|23/2/2021|9457|49.81537246704102|447|0|4.7266574||||||
PI|365|23/2/2021|19700|47.30743789672852|529|.18939394|2.6852791||||||
PO|365|23/2/2021|12683|49.53387451171875|308|0|2.4284475||||||
PT|365|23/2/2021|13444|46.22806549072266|341|.88757396|2.5364475||||||
SI|365|23/2/2021|7658|29.05975151062012|192|1.0526316|2.5071821||||||
Toscana|365|23/2/2021|150556|41.04207611083984|4582|.4384042||983|3.2563026|15121|130853|2393012|.4782033
aslCENTRO|365|23/2/2021|67549|42.23797607421875|2193|.41208792|||||||
aslNO|365|23/2/2021|56220|44.97056579589844|1727|.40697673|||||||
aslSE|365|23/2/2021|26232|32.03188705444336|596|.50590217|||||||
AR|366|24/2/2021|13664|40.56164169311523|292|.34364262|2.1370022||||||
FI|366|24/2/2021|41640|42.23119354248047|1551|.45336789|3.7247839||||||
GR|366|24/2/2021|5047|23.09438133239746|113|0|2.2389538||||||
LI|366|24/2/2021|11723|35.56843185424805|323|.9375|2.7552674||||||
LU|366|24/2/2021|15484|40.67501068115234|432|.23201856|2.7899768||||||
MS|366|24/2/2021|9498|50.03134155273438|448|.22371365|4.7167826||||||
PI|366|24/2/2021|19766|47.4659309387207|530|.18903592|2.6813722||||||
PO|366|24/2/2021|12733|49.72915267944336|310|.64935064|2.4346187||||||
PT|366|24/2/2021|13558|46.62006378173828|342|.29325512|2.522496||||||
SI|366|24/2/2021|7745|29.38988876342773|192|0|2.4790187||||||
Toscana|366|24/2/2021|151413|41.27569580078125|4599|.37101701||1005|2.2380469|15405|131409|2406204|.5512718
aslCENTRO|366|24/2/2021|67931|42.47684097290039|2203|.45599636|||||||
aslNO|366|24/2/2021|56471|45.17134475708008|1733|.34742329|||||||
aslSE|366|24/2/2021|26456|32.30541229248047|597|.16778524|||||||
AR|367|25/2/2021|13793|40.94457626342773|293|.34246576|2.1242659||||||
FI|367|25/2/2021|42008|42.60441970825195|1553|.12894906|3.6969149||||||
GR|367|25/2/2021|5082|23.25453758239746|113|0|2.2235341||||||
LI|367|25/2/2021|11814|35.84453582763672|326|.9287926|2.759438||||||
LU|367|25/2/2021|15629|41.05591201782227|434|.46296296|2.7768891||||||
MS|367|25/2/2021|9566|50.3895378112793|450|.44642857|4.7041607||||||
PI|367|25/2/2021|19900|47.78771591186523|532|.3773585|2.6733668||||||
PO|367|25/2/2021|12841|50.15094757080078|311|.32258064|2.4219298||||||
PT|367|25/2/2021|13732|47.2183723449707|343|.29239765|2.4978154||||||
SI|367|25/2/2021|7867|29.85284233093262|192|0|2.4405746||||||
Toscana|367|25/2/2021|152787|41.65025329589844|4613|.304414||1012|.69651741|16130|132044|2420676|.60144526
aslCENTRO|367|25/2/2021|68581|42.88328170776367|2207|.18157059|||||||
aslNO|367|25/2/2021|56909|45.52170181274414|1742|.51933062|||||||
aslSE|367|25/2/2021|26742|32.65464782714844|598|.16750419|||||||
AR|368|26/2/2021|13894|41.2443962097168|294|.34129694|2.1160214||||||
FI|368|26/2/2021|42336|42.93707656860352|1560|.45074052|3.6848073||||||
GR|368|26/2/2021|5134|23.49248123168945|113|0|2.2010128||||||
LI|368|26/2/2021|11871|36.01747512817383|328|.61349696|2.763036||||||
LU|368|26/2/2021|15773|41.43418502807617|436|.4608295|2.7642174||||||
MS|368|26/2/2021|9646|50.81094360351563|450|0|4.6651464||||||
PI|368|26/2/2021|20006|48.04226303100586|534|.37593985|2.6691992||||||
PO|368|26/2/2021|12951|50.58055877685547|316|1.607717|2.439966||||||
PT|368|26/2/2021|13909|47.82699966430664|346|.87463558|2.4875979||||||
SI|368|26/2/2021|7966|30.228515625|192|0|2.4102435||||||
Toscana|368|26/2/2021|154041|41.99209976196289|4635|.47691306||1007|-.49407116|16883|132523|2434806|.58372122
aslCENTRO|368|26/2/2021|69196|43.26783752441406|2222|.67965561|||||||
aslNO|368|26/2/2021|57296|45.83126449584961|1748|.3444317|||||||
aslSE|368|26/2/2021|26994|32.96236419677734|599|.16722408|||||||
AR|369|27/2/2021|14005|41.57390213012695|295|.34013605|2.1063905||||||
FI|369|27/2/2021|42599|43.20381164550781|1567|.44871795|3.6784902||||||
GR|369|27/2/2021|5171|23.66178894042969|113|0|2.1852639||||||
LI|369|27/2/2021|11953|36.26626968383789|331|.91463417|2.7691793||||||
LU|369|27/2/2021|15912|41.79932403564453|438|.45871559|2.7526395||||||
MS|369|27/2/2021|9702|51.10592651367188|453|.66666669|4.6691403||||||
PI|369|27/2/2021|20114|48.30161666870117|535|.18726592|2.6598389||||||
PO|369|27/2/2021|13015|50.83051300048828|316|0|2.4279678||||||
PT|369|27/2/2021|14076|48.40123748779297|349|.86705202|2.4793975||||||
SI|369|27/2/2021|8065|30.60419082641602|192|0|2.3806572||||||
Toscana|369|27/2/2021|155167|42.29904937744141|4655|.43149945||1053|4.5680237|17429|133083|2449368|.5980764
aslCENTRO|369|27/2/2021|69690|43.57673263549805|2232|.45004502|||||||
aslNO|369|27/2/2021|57681|46.13922500610352|1757|.51487416|||||||
aslSE|369|27/2/2021|27241|33.26397323608398|600|.16694491|||||||
AR|370|28/2/2021|14152|42.01026916503906|297|.67796612|2.0986433||||||
FI|370|28/2/2021|42860|43.4685173034668|1571|.25526485|3.6654222||||||
GR|370|28/2/2021|5225|23.90888595581055|113|0|2.1626794||||||
LI|370|28/2/2021|12002|36.41493988037109|333|.60422963|2.7745376||||||
LU|370|28/2/2021|16035|42.1224365234375|441|.68493152|2.7502339||||||
MS|370|28/2/2021|9764|51.43251419067383|454|.22075056|4.6497335||||||
PI|370|28/2/2021|20199|48.50573348999023|535|0|2.6486459||||||
PO|370|28/2/2021|13084|51.09999465942383|317|.31645569|2.4228065||||||
PT|370|28/2/2021|14201|48.83105850219727|349|0|2.4575734||||||
SI|370|28/2/2021|8158|30.95709800720215|192|0|2.353518||||||
Toscana|370|28/2/2021|156235|42.59019088745117|4668|.27926961||1077|2.2792022|18049|133518|2463402|.57296413
aslCENTRO|370|28/2/2021|70145|43.86124038696289|2237|.22401434|||||||
aslNO|370|28/2/2021|58000|46.39439392089844|1763|.34149119|||||||
aslSE|370|28/2/2021|27535|33.62297821044922|602|.33333334|||||||
AR|371|01/3/2021|14227|42.23291015625|297|0|2.08758||||||
FI|371|01/3/2021|43023|43.63383102416992|1576|.31826863|3.663157||||||
GR|371|01/3/2021|5231|23.93634033203125|113|0|2.1601989||||||
LI|371|01/3/2021|12052|36.56664276123047|336|.9009009|2.787919||||||
LU|371|01/3/2021|16158|42.4455451965332|443|.45351472|2.7416759||||||
MS|371|01/3/2021|9810|51.67482376098633|454|0|4.6279306||||||
PI|371|01/3/2021|20292|48.72906112670898|538|.56074768|2.6512911||||||
PO|371|01/3/2021|13153|51.36947631835938|317|0|2.4100966||||||
PT|371|01/3/2021|14360|49.37779235839844|353|1.1461318|2.4582174||||||
SI|371|01/3/2021|8251|31.31000328063965|193|.52083331|2.3391104||||||
Toscana|371|01/3/2021|157112|42.82926177978516|4686|.38560411||1122|4.1782732|18465|133961|2473448|.40781
aslCENTRO|371|01/3/2021|70536|44.10572814941406|2246|.40232453|||||||
aslNO|371|01/3/2021|58312|46.64396667480469|1771|.45377198|||||||
aslSE|371|01/3/2021|27709|33.83544921875|603|.16611296|||||||
AR|372|02/3/2021|14324|42.52085494995117|299|.6734007|2.0874057||||||
FI|372|02/3/2021|43261|43.87520980834961|1580|.2538071|3.6522503||||||
GR|372|02/3/2021|5266|24.09649658203125|113|0|2.1458414||||||
LI|372|02/3/2021|12113|36.7517204284668|336|0|2.7738793||||||
LU|372|02/3/2021|16246|42.67671203613281|444|.22573364|2.7329805||||||
MS|372|02/3/2021|9855|51.91186141967773|456|.44052863|4.6270928||||||
PI|372|02/3/2021|20423|49.04364395141602|539|.18587361|2.6391814||||||
PO|372|02/3/2021|13281|51.869384765625|320|.94637221|2.4094572||||||
PT|372|02/3/2021|14515|49.91077041625977|353|0|2.431967||||||
SI|372|02/3/2021|8331|31.61357879638672|193|0|2.3166487||||||
Toscana|372|02/3/2021|158170|43.11767959594727|4699|.2774221||1163|3.6541889|18828|134643|2486630|.53294027
aslCENTRO|372|02/3/2021|71057|44.4315071105957|2253|.31166518|||||||
aslNO|372|02/3/2021|58637|46.90393447875977|1775|.2258611|||||||
aslSE|372|02/3/2021|27921|34.09432220458984|605|.33167496|||||||
AR|373|03/3/2021|14465|42.93941116333008|299|0|2.0670583||||||
FI|373|03/3/2021|43512|44.1297721862793|1586|.37974682|3.6449716||||||
GR|373|03/3/2021|5297|24.23834800720215|114|.88495576|2.1521616||||||
LI|373|03/3/2021|12192|36.99141311645508|339|.89285713|2.7805119||||||
LU|373|03/3/2021|16404|43.09176254272461|447|.67567569|2.7249451||||||
MS|373|03/3/2021|9912|52.21211624145508|457|.21929824|4.6105728||||||
PI|373|03/3/2021|20529|49.29819107055664|543|.74211502|2.6450388||||||
PO|373|03/3/2021|13385|52.27555847167969|324|1.25|2.4206202||||||
PT|373|03/3/2021|14656|50.39560699462891|357|1.1331445|2.4358625||||||
SI|373|03/3/2021|8426|31.97407531738281|195|1.0362694|2.3142653||||||
Toscana|373|03/3/2021|159333|43.43471527099609|4727|.59587145||1192|2.4935513|19259|135347|2503162|.66483551
aslCENTRO|373|03/3/2021|71553|44.74165344238281|2267|.62139368|||||||
aslNO|373|03/3/2021|59037|47.22389602661133|1786|.61971831|||||||
aslSE|373|03/3/2021|28188|34.42035675048828|608|.49586776|||||||
AR|374|04/3/2021|14569|43.24813842773438|304|1.6722409|2.0866222||||||
FI|374|04/3/2021|43821|44.44316101074219|1592|.3783102|3.6329613||||||
GR|374|04/3/2021|5364|24.54492950439453|114|0|2.1252797||||||
LI|374|04/3/2021|12273|37.23717498779297|339|0|2.7621608||||||
LU|374|04/3/2021|16518|43.39123153686523|448|.22371365|2.7121928||||||
MS|374|04/3/2021|10001|52.68092727661133|460|.65645516|4.5995402||||||
PI|374|04/3/2021|20639|49.56234741210938|545|.36832413|2.6406319||||||
PO|374|04/3/2021|13483|52.65830230712891|326|.61728394|2.4178596||||||
PT|374|04/3/2021|14813|50.93546295166016|359|.56022412|2.4235468||||||
SI|374|04/3/2021|8536|32.3914909362793|196|.51282054|2.2961574||||||
Toscana|374|04/3/2021|160572|43.7724723815918|4750|.48656654||1202|.8389262|19703|136119|2518302|.60483503
aslCENTRO|374|04/3/2021|72117|45.09431838989258|2277|.44111159|||||||
aslNO|374|04/3/2021|59431|47.53905868530273|1792|.33594626|||||||
aslSE|374|04/3/2021|28469|34.76348495483398|614|.9868421|||||||
AR|375|05/3/2021|14689|43.6043586730957|304|0|2.0695758||||||
FI|375|05/3/2021|44100|44.72611999511719|1594|.12562814|3.6145124||||||
GR|375|05/3/2021|5418|24.79202651977539|114|0|2.1040974||||||
LI|375|05/3/2021|12342|37.44652557373047|339|0|2.7467184||||||
LU|375|05/3/2021|16670|43.79051971435547|451|.66964287|2.7054589||||||
MS|375|05/3/2021|10054|52.96010971069336|460|0|4.5752935||||||
PI|375|05/3/2021|20730|49.7808723449707|549|.73394495|2.6483357||||||
PO|375|05/3/2021|13593|53.08790969848633|327|.30674848|2.4056499||||||
PT|375|05/3/2021|15015|51.63005065917969|359|0|2.3909423||||||
SI|375|05/3/2021|8637|32.77475357055664|197|.51020408|2.2808845||||||
Toscana|375|05/3/2021|161803|44.10804748535156|4761|.23157895||1236|2.828619|20152|136890|2533467|.60219145
aslCENTRO|375|05/3/2021|72708|45.4638671875|2280|.13175231|||||||
aslNO|375|05/3/2021|59796|47.83102035522461|1799|.390625|||||||
aslSE|375|05/3/2021|28744|35.09928894042969|615|.16286644|||||||
AR|376|06/3/2021|14838|44.04666519165039|304|0|2.0487936||||||
FI|376|06/3/2021|44392|45.02226638793945|1598|.25094104|3.5997477||||||
GR|376|06/3/2021|5439|24.88812065124512|114|0|2.0959735||||||
LI|376|06/3/2021|12419|37.68014907836914|339|0|2.7296884||||||
LU|376|06/3/2021|16848|44.25811004638672|453|.44345897|2.6887465||||||
MS|376|06/3/2021|10119|53.3025016784668|463|.65217394|4.575551||||||
PI|376|06/3/2021|20831|50.02341461181641|552|.54644811|2.6498969||||||
PO|376|06/3/2021|13731|53.62687301635742|331|1.2232416|2.4106038||||||
PT|376|06/3/2021|15182|52.20429229736328|366|1.9498607|2.4107497||||||
SI|376|06/3/2021|8742|33.17319869995117|197|0|2.253489||||||
Toscana|376|06/3/2021|163096|44.46052169799805|4784|.4830918||1270|2.750809|20698|137614|2549193|.6207304
aslCENTRO|376|06/3/2021|73305|45.8371696472168|2295|.65789473|||||||
aslNO|376|06/3/2021|60217|48.16778182983398|1807|.44469151|||||||
aslSE|376|06/3/2021|29019|35.43508911132813|615|0|||||||
AR|377|07/3/2021|15014|44.56912231445313|306|.65789473|2.0380979||||||
FI|377|07/3/2021|44708|45.34275436401367|1600|.12515645|3.5787778||||||
GR|377|07/3/2021|5493|25.13521766662598|114|0|2.0753686||||||
LI|377|07/3/2021|12482|37.87129592895508|339|0|2.7159109||||||
LU|377|07/3/2021|16980|44.60486221313477|455|.44150111|2.6796231||||||
MS|377|07/3/2021|10168|53.56061172485352|463|0|4.5535011||||||
PI|377|07/3/2021|20966|50.34760284423828|552|0|2.6328342||||||
PO|377|07/3/2021|13881|54.21270370483398|333|.60422963|2.3989625||||||
PT|377|07/3/2021|15377|52.87481307983398|367|.27322406|2.3866813||||||
SI|377|07/3/2021|8827|33.49574661254883|198|.5076142|2.2431178||||||
Toscana|377|07/3/2021|164451|44.82989883422852|4794|.20903011||1308|2.992126|21413|138244|2565931|.65659994
aslCENTRO|377|07/3/2021|73966|46.25048828125|2300|.21786493|||||||
aslNO|377|07/3/2021|60596|48.47094345092773|1809|.11068068|||||||
aslSE|377|07/3/2021|29334|35.81973648071289|618|.48780489|||||||
AR|378|08/3/2021|15100|44.82441329956055|307|.3267974|2.0331125||||||
FI|378|08/3/2021|44898|45.53544998168945|1606|.375|3.5769968||||||
GR|378|08/3/2021|5515|25.23588562011719|114|0|2.0670898||||||
LI|378|08/3/2021|12572|38.14435958862305|339|0|2.6964684||||||
LU|378|08/3/2021|17102|44.92534255981445|458|.65934068|2.6780493||||||
MS|378|08/3/2021|10233|53.90300369262695|466|.64794815|4.553894||||||
PI|378|08/3/2021|21115|50.70541000366211|553|.18115942|2.6189911||||||
PO|378|08/3/2021|13977|54.5876350402832|334|.3003003|2.3896401||||||
PT|378|08/3/2021|15496|53.28400039672852|371|1.0899183|2.3941662||||||
SI|378|08/3/2021|8888|33.72722244262695|201|1.5151515|2.261476||||||
Toscana|378|08/3/2021|165451|45.10250473022461|4816|.45890698||1376|5.1987767|21923|138712|2577029|.43251356
aslCENTRO|378|08/3/2021|74371|46.50373077392578|2311|.47826087|||||||
aslNO|378|08/3/2021|61022|48.81170272827148|1816|.38695413|||||||
aslSE|378|08/3/2021|29503|36.02610397338867|622|.64724916|||||||
AR|379|09/3/2021|15220|45.18063354492188|309|.65146577|2.0302234||||||
FI|379|09/3/2021|45111|45.7514762878418|1612|.37359899|3.5734079||||||
GR|379|09/3/2021|5545|25.37316131591797|115|.87719297|2.0739405||||||
LI|379|09/3/2021|12619|38.28696441650391|339|0|2.6864252||||||
LU|379|09/3/2021|17195|45.16964721679688|458|0|2.6635649||||||
MS|379|09/3/2021|10262|54.05576324462891|466|0|4.5410252||||||
PI|379|09/3/2021|21237|50.99837875366211|555|.36166364|2.6133635||||||
PO|379|09/3/2021|14102|55.07582473754883|338|1.1976048|2.3968232||||||
PT|379|09/3/2021|15628|53.73789215087891|373|.53908354|2.3867416||||||
SI|379|09/3/2021|8978|34.06874465942383|204|1.4925373|2.2722211||||||
Toscana|379|09/3/2021|166452|45.3753776550293|4837|.43604651||1424|3.4883721|22157|139458|2590352|.51699066
aslCENTRO|379|09/3/2021|74841|46.7976188659668|2323|.51925576|||||||
aslNO|379|09/3/2021|61313|49.04447555541992|1818|.11013216|||||||
aslSE|379|09/3/2021|29743|36.31916427612305|628|.96463025|||||||
AR|380|10/3/2021|15360|45.59622573852539|310|.32362458|2.0182292||||||
FI|380|10/3/2021|45406|46.05066299438477|1617|.31017369|3.5612035||||||
GR|380|10/3/2021|5610|25.67059326171875|115|0|2.0499108||||||
LI|380|10/3/2021|12694|38.51451873779297|339|0|2.670553||||||
LU|380|10/3/2021|17347|45.56893539428711|461|.65502185|2.6575201||||||
MS|380|10/3/2021|10325|54.38761901855469|467|.21459228|4.5230026||||||
PI|380|10/3/2021|21364|51.3033561706543|558|.54054052|2.6118705||||||
PO|380|10/3/2021|14226|55.56011199951172|339|.295858|2.3829608||||||
PT|380|10/3/2021|15772|54.2330436706543|377|1.072386|2.390312||||||
SI|380|10/3/2021|9086|34.47857284545898|206|.98039216|2.2672243||||||
Toscana|380|10/3/2021|167745|45.72785568237305|4857|.41347942||1456|2.247191|22497|140391|2607212|.65087682
aslCENTRO|380|10/3/2021|75404|47.14966201782227|2333|.43047783|||||||
aslNO|380|10/3/2021|61730|49.37803649902344|1825|.3850385|||||||
aslSE|380|10/3/2021|30056|36.70137023925781|631|.477707|||||||
AR|381|11/3/2021|15487|45.97322463989258|310|0|2.0016789||||||
FI|381|11/3/2021|45676|46.32449722290039|1623|.37105751|3.5532885||||||
GR|381|11/3/2021|5694|26.05496597290039|115|0|2.0196698||||||
LI|381|11/3/2021|12789|38.80275344848633|339|0|2.6507154||||||
LU|381|11/3/2021|17490|45.94458389282227|463|.43383947|2.647227||||||
MS|381|11/3/2021|10367|54.60885620117188|472|1.0706638|4.5529084||||||
PI|381|11/3/2021|21511|51.6563606262207|559|.17921147|2.5986705||||||
PO|381|11/3/2021|14365|56.10298156738281|343|1.1799411|2.387748||||||
PT|381|11/3/2021|15910|54.70756912231445|379|.53050399|2.3821497||||||
SI|381|11/3/2021|9203|34.92255020141602|206|0|2.2384005||||||
Toscana|381|11/3/2021|169047|46.08278656005859|4877|.41177681||1488|2.1978023|22897|141273|2623187|.61272347
aslCENTRO|381|11/3/2021|75951|47.49169540405273|2345|.51435918|||||||
aslNO|381|11/3/2021|62157|49.7195930480957|1833|.43835616|||||||
aslSE|381|11/3/2021|30384|37.10189056396484|631|0|||||||
AR|382|12/3/2021|15598|46.30272674560547|312|.64516127|2.0002565||||||
FI|382|12/3/2021|46017|46.67033767700195|1628|.30807146|3.537823||||||
GR|382|12/3/2021|5765|26.37985229492188|116|.86956519|2.0121422||||||
LI|382|12/3/2021|12882|39.08492279052734|340|.29498526|2.6393418||||||
LU|382|12/3/2021|17620|46.28607940673828|465|.43196544|2.6390464||||||
MS|382|12/3/2021|10441|54.9986572265625|472|0|4.5206399||||||
PI|382|12/3/2021|21615|51.90610504150391|560|.17889088|2.5907934||||||
PO|382|12/3/2021|14537|56.77473449707031|348|1.457726|2.3938913||||||
PT|382|12/3/2021|16057|55.21303558349609|385|1.5831134|2.3977082||||||
SI|382|12/3/2021|9264|35.15402603149414|207|.48543689|2.2344561||||||
Toscana|382|12/3/2021|170351|46.43825912475586|4902|.5126102||1510|1.4784946|23194|142255|2638802|.59526825
aslCENTRO|382|12/3/2021|76611|47.90438842773438|2361|.68230277|||||||
aslNO|382|12/3/2021|62558|50.04035568237305|1837|.2182215|||||||
aslSE|382|12/3/2021|30627|37.39861679077148|635|.63391441|||||||
AR|383|13/3/2021|15742|46.73019409179688|312|0|1.9819591||||||
FI|383|13/3/2021|46320|46.97763824462891|1631|.18427518|3.5211573||||||
GR|383|13/3/2021|5847|26.75507164001465|116|0|1.9839234||||||
LI|383|13/3/2021|12940|39.26089859008789|341|.29411766|2.6352396||||||
LU|383|13/3/2021|17750|46.62757873535156|466|.21505377|2.6253521||||||
MS|383|13/3/2021|10485|55.23043060302734|474|.42372882|4.5207438||||||
PI|383|13/3/2021|21778|52.29753112792969|560|0|2.5714023||||||
PO|383|13/3/2021|14705|57.43086242675781|355|2.0114942|2.4141448||||||
PT|383|13/3/2021|16235|55.82509994506836|389|1.0389611|2.3960578||||||
SI|383|13/3/2021|9320|35.36652755737305|209|.9661836|2.2424893||||||
Toscana|383|13/3/2021|171677|46.79973220825195|4922|.40799674||1549|2.5827816|23729|143026|2652952|.53622818
aslCENTRO|383|13/3/2021|77260|48.31020736694336|2375|.59296906|||||||
aslNO|383|13/3/2021|62953|50.35631561279297|1841|.21774633|||||||
aslSE|383|13/3/2021|30909|37.74296951293945|637|.31496063|||||||
AR|384|14/3/2021|15884|47.1517219543457|316|1.2820513|1.9894233||||||
FI|384|14/3/2021|46664|47.32652282714844|1631|0|3.4951997||||||
GR|384|14/3/2021|5868|26.85116577148438|116|0|1.9768234||||||
LI|384|14/3/2021|13026|39.52183151245117|348|2.0527859|2.6715798||||||
LU|384|14/3/2021|17917|47.0662727355957|468|.42918456|2.6120443||||||
MS|384|14/3/2021|10569|55.67290496826172|476|.42194092|4.5037374||||||
PI|384|14/3/2021|21957|52.72738265991211|560|0|2.5504396||||||
PO|384|14/3/2021|14802|57.80970001220703|356|.28169015|2.4050803||||||
PT|384|14/3/2021|16361|56.25836181640625|391|.51413882|2.3898294||||||
SI|384|14/3/2021|9379|35.59041595458984|210|.47846889|2.2390447||||||
Toscana|384|14/3/2021|172982|47.15547943115234|4941|.38602194||1599|3.2278891|24265|143776|2668531|.58723265
aslCENTRO|384|14/3/2021|77827|48.66474914550781|2378|.12631579|||||||
aslNO|384|14/3/2021|63469|50.76906585693359|1852|.59750134|||||||
aslSE|384|14/3/2021|31131|38.01405334472656|642|.78492934|||||||
AR|385|15/3/2021|16000|47.49606704711914|318|.63291138|1.9875||||||
FI|385|15/3/2021|46864|47.52936172485352|1633|.12262416|3.484551||||||
GR|385|15/3/2021|6017|27.53296852111816|116|0|1.927871||||||
LI|385|15/3/2021|13115|39.79186248779297|348|0|2.6534503||||||
LU|385|15/3/2021|18000|47.28430557250977|468|0|2.5999999||||||
MS|385|15/3/2021|10599|55.8309326171875|476|0|4.4909897||||||
PI|385|15/3/2021|22093|53.05397033691406|561|.17857143|2.5392659||||||
PO|385|15/3/2021|14906|58.21587371826172|356|0|2.3882999||||||
PT|385|15/3/2021|16509|56.76726913452148|396|1.2787724|2.3986917||||||
SI|385|15/3/2021|9430|35.7839469909668|211|.47619048|2.2375398||||||
Toscana|385|15/3/2021|174088|47.45697784423828|4952|.222627||1643|2.7517197|24566|144570|2679454|.40932631
